时间	播放量	追番人数	弹幕总数	评分	评分人数
2020-01-20 15:07:16	35176522	1824232	1158343	9.8	32786
2020-01-20 16:07:33	35180100	1824380	1158507	9.8	32790
2020-01-20 17:07:44	35183823	1824558	1158672	9.8	32796
2020-01-20 18:07:55	35187696	1824741	1158831	9.8	32798
2020-01-20 19:08:06	35191839	1824933	1158946	9.8	32803
2020-01-20 20:08:21	35196046	1825132	1159058	9.8	32806
2020-01-20 21:08:33	35200484	1825358	1159201	9.8	32810
2020-01-20 22:08:46	35205226	1825619	1159418	9.8	32814
2020-01-20 23:09:07	35210856	1825872	1159590	9.8	32817
2020-01-21 00:09:27	35217039	1826173	1159761	9.8	32817
2020-01-21 01:11:28	35223374	1826444	1159945	9.8	32833
2020-01-21 02:11:44	35227929	1826614	1160056	9.8	32835
2020-01-21 03:11:58	35231089	1826747	1160148	9.8	32838
2020-01-21 04:12:15	35232884	1826824	1160182	9.8	32838
2020-01-21 05:12:28	35234008	1826852	1160200	9.8	32838
2020-01-21 22:53:10	35292058	1829521	1161972	9.8	32893
2020-01-21 23:53:23	35298484	1829800	1162182	9.8	32893
2020-01-22 00:53:38	35305005	1830076	1162404	9.8	32903
2020-01-22 01:53:50	35310401	1830327	1162541	9.8	32903
2020-01-22 02:54:07	35314344	1830479	1162694	9.8	32905
2020-01-22 03:54:25	35316887	1830572	1162780	9.8	32908
2020-01-22 04:54:36	35318359	1830621	1162822	9.8	32911
2020-01-22 05:54:52	35319210	1830652	1162849	9.8	32911
2020-01-22 06:55:10	35319910	1830674	1162887	9.8	32912
2020-01-22 07:55:24	35320498	1830693	1162891	9.8	32912
2020-01-22 08:55:36	35321491	1830733	1162895	9.8	32912
2020-01-22 09:55:46	35323099	1830791	1162920	9.8	32912
2020-01-22 10:59:43	35325533	1830884	1162996	9.8	32913
2020-01-22 11:59:59	35328780	1831020	1163058	9.8	32916
2020-01-22 13:00:12	35332597	1831167	1163183	9.8	32917
2020-01-22 14:00:26	35336683	1831340	1163367	9.8	32923
2020-01-22 15:00:39	35341160	1831507	1163627	9.8	32925
2020-01-22 16:00:54	35345482	1831682	1163853	9.8	32932
2020-01-22 17:01:05	35349787	1831842	1163983	9.8	32937
2020-01-22 18:01:24	35354122	1832030	1164111	9.8	32941
2020-01-22 19:01:40	35358510	1832236	1164259	9.8	32941
2020-01-22 20:01:51	35362917	1832407	1164497	9.8	32944
2020-01-22 21:02:05	35367334	1832603	1164735	9.8	32944
2020-01-22 22:02:22	35372013	1832819	1164921	9.8	32949
2020-01-22 23:02:40	35377405	1833056	1165106	9.8	32950
2020-01-23 00:02:54	35383190	1833330	1165310	9.8	32950
2020-01-23 01:03:17	35388806	1833542	1165525	9.8	32960
2020-01-23 02:03:27	35393822	1833756	1165690	9.8	32965
2020-01-23 03:03:36	35397198	1833880	1165797	9.8	32967
2020-01-23 04:03:51	35399368	1833953	1165867	9.8	32968
2020-01-23 05:04:01	35400619	1833999	1165913	9.8	32969
2020-01-23 06:04:13	35401428	1834025	1165952	9.8	32969
2020-01-23 07:04:24	35402035	1834033	1165972	9.8	32969
2020-01-23 08:04:36	35402595	1834050	1165990	9.8	32971
2020-01-23 09:04:51	35403397	1834083	1165997	9.8	32971
2020-01-23 10:05:06	35404828	1834136	1166029	9.8	32971
2020-01-23 11:06:17	35407102	1834224	1166146	9.8	32971
2020-01-23 12:06:34	35410133	1834365	1166217	9.8	32974
2020-01-23 13:06:45	35413416	1834509	1166311	9.8	32975
2020-01-23 14:06:54	35417223	1834669	1166473	9.8	32975
2020-01-23 15:07:08	35421220	1834820	1166581	9.8	32976
2020-01-23 16:07:28	35425242	1834959	1166695	9.8	32979
2020-01-23 17:07:40	35429180	1835118	1166836	9.8	32981
2020-01-23 18:07:55	35433033	1835256	1166992	9.8	32988
2020-01-23 19:08:05	35437050	1835460	1167105	9.8	32994
2020-01-23 20:08:15	35440876	1835640	1167264	9.8	32996
2020-01-23 21:08:32	35445050	1835826	1167401	9.8	32999
2020-01-23 22:08:45	35449604	1836018	1167570	9.8	33005
2020-01-23 23:09:01	35454834	1836242	1167754	9.8	33008
2020-01-24 00:09:12	35460671	1836482	1167938	9.8	33008
2020-01-24 01:09:22	35466382	1836745	1168124	9.8	33008
2020-01-24 02:09:39	35470865	1836915	1168268	9.8	33032
2020-01-24 03:09:52	35473945	1837037	1168392	9.8	33035
2020-01-24 04:10:05	35475952	1837126	1168445	9.8	33037
2020-01-24 05:10:17	35477166	1837155	1168467	9.8	33038
2020-01-26 01:30:44	35608981	1842466	1173358	9.8	33136
2020-01-26 02:30:56	35613444	1842632	1173522	9.8	33155
2020-01-26 03:31:13	35616325	1842752	1173610	9.8	33158
2020-01-26 04:31:28	35618204	1842827	1173673	9.8	33159
2020-01-26 05:31:45	35619224	1842866	1173694	9.8	33160
2020-01-26 06:32:02	35619950	1842891	1173712	9.8	33161
2020-01-26 07:32:16	35620462	1842903	1173718	9.8	33161
2020-01-26 08:32:32	35621022	1842915	1173723	9.8	33161
2020-01-26 09:32:49	35621935	1842944	1173745	9.8	33161
2020-01-26 10:33:06	35623606	1843011	1173788	9.8	33162
2020-01-26 11:33:15	35626184	1843099	1173893	9.8	33163
2020-01-26 12:33:34	35629539	1843221	1174053	9.8	33164
2020-01-26 13:33:44	35633217	1843359	1174220	9.8	33168
2020-01-26 14:34:00	35637206	1843547	1174337	9.8	33170
2020-01-26 15:34:30	35641487	1843701	1174490	9.8	33170
2020-01-26 16:34:41	35646019	1843900	1174665	9.8	33173
2020-01-26 17:34:51	35650565	1844095	1174860	9.8	33177
2020-01-26 18:35:03	35655352	1844291	1175031	9.8	33177
2020-01-26 19:35:20	35659871	1844515	1175201	9.8	33185
2020-01-26 20:35:29	35664516	1844723	1175363	9.8	33186
2020-01-26 21:35:42	35669718	1844988	1175552	9.8	33186
2020-01-26 22:35:55	35675002	1845202	1175740	9.8	33191
2020-01-26 23:36:06	35681286	1845499	1176053	9.8	33191
2020-01-27 00:36:16	35687825	1845749	1176362	9.8	33191
2020-01-27 01:36:27	35693877	1845991	1176680	9.8	33208
2020-01-27 02:36:38	35698558	1846194	1176865	9.8	33210
2020-01-27 03:36:54	35701814	1846329	1176935	9.8	33210
2020-01-27 04:37:13	35703903	1846402	1176985	9.8	33211
2020-01-27 05:37:41	35705166	1846438	1177021	9.8	33213
2020-01-27 06:37:58	35705895	1846454	1177035	9.8	33213
2020-01-27 07:38:08	35706475	1846472	1177041	9.8	33216
2020-01-27 08:38:25	35707032	1846497	1177048	9.8	33216
2020-01-27 09:38:42	35708065	1846524	1177075	9.8	33216
2020-01-27 10:38:51	35709996	1846610	1177113	9.8	33217
2020-01-27 11:39:03	35712702	1846706	1177169	9.8	33219
2020-01-27 12:39:15	35716246	1846858	1177265	9.8	33220
2020-01-27 13:39:25	35720385	1847027	1177407	9.8	33220
2020-01-27 14:39:39	35725043	1847217	1177555	9.8	33224
2020-01-27 15:39:51	35729861	1847414	1177739	9.8	33224
2020-01-27 16:40:03	35734602	1847610	1177886	9.8	33232
2020-01-27 17:40:21	35739550	1847803	1178109	9.8	33233
2020-01-27 18:40:38	35744616	1848008	1178371	9.8	33237
2020-01-27 19:40:56	35749646	1848224	1178557	9.8	33241
2020-01-27 20:41:09	35754855	1848462	1178696	9.8	33246
2020-01-27 21:41:20	35760279	1848702	1178869	9.8	33247
2020-01-27 22:41:39	35766165	1848962	1179118	9.8	33253
2020-01-27 23:41:49	35772799	1849253	1179387	9.8	33257
2020-01-28 00:42:04	35779960	1849543	1179665	9.8	33257
2020-01-28 01:42:14	35786496	1849799	1179883	9.8	33272
2020-01-28 02:42:31	35791481	1850001	1180087	9.8	33277
2020-01-28 03:42:43	35795006	1850135	1180188	9.8	33286
2020-01-28 04:42:55	35797120	1850224	1180244	9.8	33286
2020-01-28 05:43:41	35798401	1850270	1180273	9.8	33287
2020-01-28 06:43:56	35799182	1850292	1180283	9.8	33287
2020-01-28 07:44:10	35799725	1850316	1180294	9.8	33287
2020-01-28 08:44:22	35800368	1850348	1180305	9.8	33287
2020-01-28 09:44:32	35801471	1850391	1180330	9.8	33287
2020-01-28 10:44:43	35803546	1850474	1180376	9.8	33287
2020-01-28 11:44:55	35806713	1850615	1180479	9.8	33287
2020-01-28 12:45:06	35810725	1850785	1180617	9.8	33295
2020-01-28 13:45:23	35815099	1850946	1180819	9.8	33295
2020-01-28 14:45:39	35819809	1851165	1180976	9.8	33295
2020-01-28 15:45:54	35824629	1851393	1181134	9.8	33302
2020-01-28 16:46:12	35829590	1851615	1181310	9.8	33307
2020-01-28 17:46:29	35834853	1851843	1181476	9.8	33312
2020-01-28 18:46:39	35840022	1852050	1181634	9.8	33312
2020-01-28 19:46:54	35845058	1852276	1181877	9.8	33319
2020-01-28 20:47:09	35850413	1852516	1182125	9.8	33319
2020-01-28 21:47:19	35855709	1852736	1182377	9.8	33330
2020-01-28 22:47:30	35861585	1852983	1182623	9.8	33330
2020-01-28 23:47:40	35868625	1853236	1182983	9.8	33344
2020-01-29 00:47:54	35875703	1853513	1183226	9.8	33350
2020-01-29 01:48:03	35881844	1853765	1183412	9.8	33355
2020-01-29 02:48:19	35886785	1853940	1183596	9.8	33365
2020-01-29 03:48:28	35890319	1854078	1183695	9.8	33367
2020-01-29 04:48:41	35892386	1854144	1183745	9.8	33367
2020-01-29 05:50:00	35893694	1854185	1183763	9.8	33367
2020-01-29 06:50:11	35894493	1854203	1183780	9.8	33368
2020-01-29 07:50:22	35895084	1854227	1183790	9.8	33368
2020-01-29 08:50:38	35895795	1854239	1183793	9.8	33370
2020-01-29 09:50:55	35897046	1854274	1183823	9.8	33370
2020-01-29 10:51:12	35899203	1854337	1183878	9.8	33371
2020-01-29 11:51:25	35902662	1854461	1184022	9.8	33372
2020-01-29 12:51:36	35906278	1854597	1184152	9.8	33375
2020-01-29 13:51:53	35911147	1854809	1184382	9.8	33377
2020-01-29 14:52:05	35915898	1854991	1184509	9.8	33386
2020-01-29 15:52:17	35920720	1855171	1184651	9.8	33386
2020-01-29 16:52:29	35925612	1855348	1184852	9.8	33392
2020-01-29 17:52:39	35930534	1855517	1185125	9.8	33392
2020-01-29 18:52:49	35935640	1855721	1185365	9.8	33394
2020-01-29 19:53:06	35940765	1855920	1185538	9.8	33405
2020-01-29 20:53:19	35945871	1856128	1185769	9.8	33405
2020-01-29 21:53:30	35951350	1856376	1186053	9.8	33405
2020-01-29 22:53:41	35957332	1856651	1186358	9.8	33421
2020-01-29 23:54:47	35964062	1856958	1186686	9.8	33421
2020-01-30 00:55:01	35970708	1857237	1186963	9.8	33421
2020-01-30 01:55:13	35976661	1857483	1187240	9.8	33445
2020-01-30 02:55:28	35981258	1857713	1187410	9.8	33453
2020-01-30 03:55:44	35984228	1857821	1187597	9.8	33453
2020-01-30 04:55:58	35986158	1857910	1187669	9.8	33460
2020-01-30 05:56:09	35987346	1857950	1187690	9.8	33460
2020-01-30 06:56:23	35988118	1857975	1187696	9.8	33461
2020-01-30 07:56:35	35988640	1857998	1187703	9.8	33461
2020-01-30 08:56:51	35989367	1858021	1187720	9.8	33461
2020-01-30 09:57:20	35990643	1858065	1187742	9.8	33463
2020-01-30 10:57:32	35992878	1858155	1187806	9.8	33463
2020-01-30 11:57:42	35995956	1858279	1187895	9.8	33466
2020-01-30 12:57:58	35999735	1858434	1188087	9.8	33466
2020-01-30 13:58:14	36004241	1858594	1188335	9.8	33471
2020-01-30 14:58:27	36009011	1858778	1188526	9.8	33472
2020-01-30 15:58:44	36013736	1858963	1188757	9.8	33472
2020-01-30 16:58:55	36018422	1859141	1188940	9.8	33481
2020-01-30 17:59:11	36023472	1859377	1189121	9.8	33484
2020-01-30 18:59:24	36028364	1859624	1189278	9.8	33489
2020-01-30 19:59:37	36033468	1859852	1189443	9.8	33493
2020-01-30 20:59:51	36038511	1860084	1189605	9.8	33496
2020-01-30 22:00:03	36043903	1860307	1189765	9.8	33503
2020-01-30 23:00:20	36049727	1860581	1190009	9.8	33503
2020-01-31 00:00:34	36056431	1860853	1190288	9.8	33517
2020-01-31 01:00:47	36063286	1861147	1190545	9.8	33517
2020-01-31 02:01:00	36069315	1861417	1190789	9.8	33523
2020-01-31 03:01:14	36073740	1861618	1190938	9.8	33523
2020-01-31 04:01:26	36076725	1861744	1191068	9.8	33532
2020-01-31 05:01:42	36078760	1861826	1191128	9.8	33533
2020-01-31 06:01:55	36079946	1861863	1191145	9.8	33536
2020-01-31 07:02:12	36080695	1861882	1191154	9.8	33537
2020-01-31 08:02:25	36081251	1861907	1191169	9.8	33537
2020-01-31 09:02:36	36082162	1861933	1191183	9.8	33537
2020-01-31 10:02:52	36083616	1861986	1191229	9.8	33537
2020-01-31 11:03:02	36085861	1862076	1191267	9.8	33539
2020-01-31 12:03:18	36088960	1862199	1191375	9.8	33541
2020-01-31 13:03:33	36092888	1862370	1191529	9.8	33544
2020-01-31 14:03:47	36097372	1862542	1191614	9.8	33544
2020-01-31 15:06:16	36102304	1862733	1191806	9.8	33544
2020-01-31 16:06:40	36106975	1862901	1191995	9.8	33554
2020-01-31 17:06:55	36111683	1863076	1192207	9.8	33556
2020-01-31 18:07:10	36116260	1863274	1192459	9.8	33559
2020-01-31 19:07:21	36120943	1863460	1192665	9.8	33560
2020-01-31 20:07:32	36125685	1863680	1192855	9.8	33561
2020-01-31 21:07:49	36130671	1863902	1193060	9.8	33569
2020-01-31 22:08:02	36135934	1864158	1193266	9.8	33575
2020-01-31 23:08:16	36141966	1864417	1193530	9.8	33575
2020-02-01 00:08:30	36148792	1864720	1193820	9.8	33575
2020-02-01 01:08:40	36155612	1864989	1194134	9.8	33585
2020-02-01 02:08:57	36161042	1865188	1194347	9.8	33593
2020-02-01 03:09:13	36165318	1865357	1194599	9.8	33597
2020-02-01 04:09:24	36168226	1865473	1194742	9.8	33600
2020-02-01 05:09:38	36170054	1865543	1194824	9.8	33600
2020-02-01 06:09:49	36171196	1865580	1194861	9.8	33601
2020-02-01 07:10:05	36171985	1865605	1194886	9.8	33604
2020-02-01 08:10:20	36172577	1865622	1194900	9.8	33604
2020-02-01 09:10:37	36173468	1865647	1194917	9.8	33605
2020-02-01 10:10:48	36174948	1865706	1194951	9.8	33607
2020-02-01 11:11:01	36177230	1865804	1195019	9.8	33609
2020-02-01 12:11:10	36180270	1865922	1195157	9.8	33609
2020-02-01 13:11:21	36184032	1866074	1195259	9.8	33616
2020-02-01 14:11:32	36188251	1866249	1195397	9.8	33618
2020-02-01 15:11:41	36192967	1866465	1195577	9.8	33618
2020-02-01 16:11:54	36197666	1866662	1195790	9.8	33618
2020-02-01 17:12:04	36202456	1866819	1195973	9.8	33631
2020-02-01 18:12:15	36207506	1867088	1196138	9.8	33631
2020-02-01 19:12:30	36212458	1867285	1196278	9.8	33631
2020-02-01 20:12:40	36217409	1867508	1196409	9.8	33643
2020-02-01 21:12:54	36222217	1867747	1196561	9.8	33646
2020-02-01 22:13:05	36227407	1867998	1196745	9.8	33649
2020-02-01 23:13:17	36233779	1868267	1197072	9.8	33657
2020-02-02 00:13:32	36240687	1868567	1197412	9.8	33657
2020-02-02 01:13:49	36247489	1868841	1197628	9.8	33666
2020-02-02 02:14:06	36253344	1869050	1197881	9.8	33672
2020-02-02 03:14:20	36257718	1869219	1198066	9.8	33674
2020-02-02 04:14:32	36260495	1869337	1198191	9.8	33681
2020-02-02 05:14:46	36262083	1869423	1198242	9.8	33684
2020-02-02 06:15:00	36263072	1869463	1198263	9.8	33684
2020-02-02 07:15:12	36263787	1869488	1198269	9.8	33684
2020-02-02 08:15:26	36264500	1869511	1198283	9.8	33684
2020-02-02 09:15:38	36265489	1869544	1198308	9.8	33686
2020-02-02 10:15:51	36267109	1869596	1198392	9.8	33686
2020-02-02 11:16:02	36269697	1869715	1198488	9.8	33689
2020-02-02 12:16:13	36273041	1869824	1198613	9.8	33691
2020-02-02 13:16:26	36276953	1869983	1198754	9.8	33691
2020-02-02 14:16:42	36281504	1870178	1198928	9.8	33691
2020-02-02 15:16:53	36286334	1870375	1199081	9.8	33699
2020-02-02 16:17:06	36291070	1870550	1199314	9.8	33705
2020-02-02 17:17:15	36295768	1870713	1199558	9.8	33710
2020-02-02 18:17:30	36300533	1870900	1199744	9.8	33710
2020-02-02 19:17:39	36305573	1871126	1199957	9.8	33723
2020-02-02 20:17:49	36310507	1871354	1200153	9.8	33727
2020-02-02 21:17:58	36315553	1871590	1200416	9.8	33733
2020-02-02 22:18:13	36320779	1871823	1200690	9.8	33735
2020-02-02 23:18:23	36327131	1872109	1201004	9.8	33739
2020-02-03 00:18:41	36334432	1872455	1201231	9.8	33744
2020-02-03 01:18:58	36341359	1872747	1201514	9.8	33747
2020-02-03 02:19:15	36346932	1872984	1201737	9.8	33754
2020-02-03 03:19:30	36351053	1873184	1201871	9.8	33754
2020-02-03 04:19:45	36353873	1873310	1201941	9.8	33762
2020-02-03 05:19:54	36355754	1873393	1202000	9.8	33762
2020-02-03 06:20:06	36356952	1873451	1202035	9.8	33762
2020-02-03 06:52:26	36357413	1873473	1202038	9.8	33762
2020-02-03 06:53:55	36357413	1873473	1202038	9.8	33762
2020-02-03 07:52:47	36358237	1873506	1202052	9.8	33762
2020-02-03 08:53:04	36359181	1873535	1202062	9.8	33762
2020-02-03 09:53:25	36360658	1873639	1202098	9.8	33764
2020-02-03 10:53:39	36363101	1873755	1202139	9.8	33769
2020-02-03 11:54:00	36366534	1873960	1202227	9.8	33773
2020-02-03 12:54:17	36370797	1874200	1202360	9.8	33777
2020-02-03 13:54:35	36375807	1874454	1202628	9.8	33780
2020-02-03 14:54:51	36381218	1874717	1202808	9.8	33785
2020-02-03 15:55:14	36386752	1874971	1203063	9.8	33785
2020-02-03 16:55:30	36392272	1875218	1203302	9.8	33798
2020-02-03 17:55:50	36397624	1875476	1203524	9.8	33805
2020-02-03 18:56:04	36403313	1875744	1203691	9.8	33805
2020-02-03 19:56:18	36408948	1876018	1203951	9.8	33805
2020-02-03 20:56:40	36414756	1876281	1204159	9.8	33823
2020-02-03 21:56:55	36421174	1876595	1204442	9.8	33824
2020-02-03 22:57:13	36427493	1876881	1204678	9.8	33827
2020-02-03 23:57:33	36434850	1877221	1205008	9.8	33829
2020-02-04 00:57:48	36442445	1877521	1205296	9.8	33833
2020-02-04 01:58:10	36449196	1877782	1205526	9.8	33833
2020-02-04 02:58:24	36454487	1878047	1205684	9.8	33845
2020-02-04 03:58:44	36457899	1878178	1205767	9.8	33848
2020-02-04 04:59:18	36460092	1878276	1205833	9.8	33849
2020-02-04 05:59:35	36461526	1878311	1205871	9.8	33852
2020-02-04 06:59:55	36462461	1878347	1205907	9.8	33852
2020-02-04 08:00:17	36463234	1878381	1205940	9.8	33853
2020-02-04 09:00:42	36464287	1878430	1205971	9.8	33855
2020-02-04 10:01:03	36466020	1878506	1206027	9.8	33856
2020-02-04 11:01:20	36468710	1878610	1206102	9.8	33859
2020-02-04 12:01:40	36472443	1878770	1206230	9.8	33863
2020-02-04 13:01:57	36476961	1878964	1206401	9.8	33863
2020-02-04 14:02:16	36482059	1879175	1206615	9.8	33863
2020-02-04 15:02:37	36487408	1879448	1206845	9.8	33870
2020-02-04 16:02:54	36492723	1879667	1207056	9.8	33872
2020-02-04 17:03:12	36497922	1879873	1207235	9.8	33877
2020-02-04 20:37:15	36517698	1880743	1208046	9.8	33904
2020-02-04 21:37:37	36523208	1880998	1208310	9.8	33910
2020-02-04 22:37:51	36529167	1881254	1208525	9.8	33915
2020-02-04 23:38:11	36536231	1881569	1208776	9.8	33923
2020-02-05 00:38:28	36543700	1881896	1209184	9.8	33931
2020-02-05 01:38:48	36550752	1882206	1209414	9.8	33945
2020-02-05 02:39:06	36556663	1882457	1209623	9.8	33955
2020-02-05 03:39:26	36560893	1882648	1209783	9.8	33956
2020-02-05 04:39:46	36563491	1882762	1209821	9.8	33961
2020-02-05 05:40:03	36565166	1882819	1209866	9.8	33962
2020-02-05 06:40:21	36566207	1882855	1209918	9.8	33964
2020-02-05 07:40:43	36567027	1882899	1209941	9.8	33966
2020-02-05 08:41:03	36567894	1882931	1209955	9.8	33966
2020-02-05 09:41:23	36569322	1882982	1210009	9.8	33967
2020-02-05 10:41:39	36571781	1883088	1210071	9.8	33970
2020-02-05 11:41:53	36575054	1883248	1210172	9.8	33975
2020-02-05 12:42:10	36579480	1883475	1210351	9.8	33979
2020-02-05 13:42:29	36584423	1883732	1210640	9.8	33985
2020-02-05 14:42:43	36590052	1884013	1210862	9.8	33988
2020-02-05 15:43:00	36595802	1884314	1211114	9.8	33999
2020-02-05 16:43:20	36601238	1884595	1211389	9.8	34005
2020-02-05 17:43:40	36606773	1884903	1211615	9.8	34011
2020-02-05 18:43:56	36612418	1885203	1211885	9.8	34019
2020-02-05 19:46:28	36618895	1885535	1212156	9.8	34028
2020-02-05 20:46:47	36624834	1885882	1212440	9.8	34034
2020-02-05 21:47:03	36630766	1886193	1212798	9.8	34042
2020-02-05 22:47:23	36637323	1886487	1213111	9.8	34047
2020-02-05 23:47:39	36644324	1886819	1213420	9.8	34058
2020-02-06 00:47:58	36651735	1887154	1213748	9.8	34063
2020-02-06 01:48:17	36658740	1887445	1214011	9.8	34072
2020-02-06 02:48:36	36664176	1887673	1214251	9.8	34078
2020-02-06 03:48:54	36668055	1887829	1214392	9.8	34080
2020-02-06 04:49:07	36670573	1887907	1214477	9.8	34083
2020-02-06 05:49:29	36672154	1887978	1214534	9.8	34085
2020-02-06 06:49:45	36673224	1888014	1214566	9.8	34086
2020-02-06 07:50:02	36674018	1888042	1214595	9.8	34087
2020-02-06 08:50:22	36674864	1888078	1214608	9.8	34087
2020-02-06 09:50:40	36676325	1888131	1214649	9.8	34087
2020-02-06 10:50:54	36678618	1888209	1214727	9.8	34088
2020-02-06 11:51:13	36681860	1888337	1214831	9.8	34090
2020-02-06 12:51:31	36685837	1888519	1214973	9.8	34095
2020-02-06 13:51:52	36691216	1888743	1215176	9.8	34106
2020-02-06 14:52:09	36696610	1888944	1215366	9.8	34112
2020-02-06 15:52:31	36701779	1889149	1215567	9.8	34114
2020-02-06 16:52:44	36707115	1889372	1215796	9.8	34121
2020-02-06 17:53:04	36712562	1889601	1216009	9.8	34128
2020-02-06 18:53:23	36718144	1889858	1216193	9.8	34139
2020-02-06 19:53:36	36723665	1890129	1216348	9.8	34141
2020-02-06 20:53:54	36729297	1890375	1216564	9.8	34149
2020-02-06 21:54:14	36735317	1890624	1216812	9.8	34154
2020-02-06 22:54:29	36742039	1890906	1217099	9.8	34163
2020-02-06 23:54:50	36749387	1891212	1217397	9.8	34172
2020-02-07 00:55:03	36757270	1891547	1217761	9.8	34184
2020-02-07 06:20:42	36777356	1892364	1218537	9.8	34207
2020-02-07 07:20:58	36778204	1892403	1218553	9.8	34209
2020-02-07 08:21:20	36778945	1892437	1218561	9.8	34211
2020-02-07 09:21:41	36780049	1892475	1218576	9.8	34212
2020-02-07 10:21:58	36781948	1892555	1218620	9.8	34215
2020-02-07 11:22:12	36784789	1892667	1218684	9.8	34217
2020-02-07 12:22:25	36788569	1892858	1218848	9.8	34221
2020-02-07 13:22:47	36793000	1893007	1219056	9.8	34227
2020-02-07 14:23:05	36798219	1893200	1219221	9.8	34235
2020-02-07 15:23:25	36803454	1893392	1219458	9.8	34239
2020-02-07 16:23:43	36808315	1893585	1219650	9.8	34246
2020-02-07 17:23:57	36813525	1893792	1219860	9.8	34250
2020-02-07 18:24:13	36818847	1894025	1220025	9.8	34253
2020-02-07 19:24:27	36824189	1894269	1220212	9.8	34258
2020-02-07 20:24:42	36829592	1894500	1220457	9.8	34269
2020-02-07 21:24:59	36834790	1894727	1220627	9.8	34272
2020-02-07 22:25:16	36840295	1894976	1220822	9.8	34278
2020-02-07 23:25:38	36846896	1895250	1221112	9.8	34284
2020-02-08 00:25:51	36854438	1895557	1221397	9.8	34290
2020-02-08 01:26:07	36861664	1895869	1221703	9.8	34298
2020-02-08 02:26:27	36867692	1896093	1221933	9.8	34308
2020-02-08 03:26:48	36872339	1896287	1222111	9.8	34312
2020-02-08 04:27:04	36875584	1896421	1222200	9.8	34317
2020-02-08 05:27:19	36877745	1896502	1222243	9.8	34319
2020-02-08 06:27:40	36879072	1896554	1222268	9.8	34320
2020-02-08 07:28:01	36880022	1896595	1222331	9.8	34320
2020-02-08 08:28:19	36880815	1896627	1222345	9.8	34322
2020-02-08 09:28:33	36881931	1896672	1222398	9.8	34324
2020-02-08 10:28:53	36883963	1896678	1222444	9.8	34324
2020-02-08 11:29:12	36887080	1896906	1222519	9.8	34325
2020-02-08 12:29:32	36890770	1897056	1222640	9.8	34328
2020-02-08 13:29:52	36894965	1897240	1222785	9.8	34333
2020-02-08 14:30:14	36900010	1897439	1222942	9.8	34337
2020-02-08 15:30:35	36905150	1897664	1223125	9.8	34338
2020-02-08 16:30:49	36910056	1897871	1223356	9.8	34345
2020-02-08 17:31:05	36915103	1898049	1223528	9.8	34346
2020-02-08 18:31:23	36920285	1898309	1223699	9.8	34352
2020-02-08 19:31:42	36925380	1898525	1223872	9.8	34358
2020-02-08 20:31:59	36930573	1898737	1224077	9.8	34363
2020-02-08 21:32:19	36935792	1898970	1224306	9.8	34366
2020-02-08 22:32:35	36941439	1899198	1224593	9.8	34371
2020-02-08 23:32:53	36947696	1899479	1224827	9.8	34378
2020-02-09 00:33:13	36954577	1899750	1225061	9.8	34382
2020-02-09 01:33:34	36961143	1900046	1225293	9.8	34395
2020-02-09 02:33:50	36966856	1900273	1225602	9.8	34397
2020-02-09 03:34:10	36970986	1900448	1225845	9.8	34413
2020-02-09 04:34:28	36973700	1900555	1225936	9.8	34415
2020-02-09 05:34:46	36975423	1900641	1225969	9.8	34419
2020-02-09 06:35:04	36976666	1900688	1226018	9.8	34419
2020-02-09 07:35:24	36977601	1900710	1226048	9.8	34419
2020-02-09 08:35:45	36978475	1900750	1226059	9.8	34419
2020-02-09 09:36:03	36979791	1900785	1226083	9.8	34419
2020-02-09 10:36:19	36981707	1900854	1226119	9.8	34424
2020-02-09 11:36:39	36984507	1900978	1226210	9.8	34426
2020-02-09 12:36:59	36987908	1901106	1226320	9.8	34428
2020-02-09 13:37:15	36992119	1901268	1226439	9.8	34431
2020-02-09 14:37:31	36996938	1901456	1226605	9.8	34439
2020-02-09 15:37:50	37001809	1901641	1226811	9.8	34446
2020-02-09 16:38:09	37006636	1901857	1226990	9.8	34449
2020-02-09 17:38:28	37011600	1902089	1227191	9.8	34456
2020-02-09 18:38:47	37017334	1902400	1227326	9.8	34461
2020-02-09 19:39:08	37023593	1902952	1227482	9.8	34466
2020-02-09 20:39:23	37029786	1903465	1227636	9.8	34475
2020-02-09 21:39:44	37035718	1903882	1227811	9.8	34479
2020-02-09 22:40:00	37042672	1904324	1228016	9.8	34484
2020-02-09 23:40:20	37050109	1904758	1228248	9.8	34491
2020-02-10 00:40:34	37057740	1905098	1228513	9.8	34493
2020-02-10 01:40:54	37064487	1905400	1228733	9.8	34501
2020-02-10 02:41:12	37069886	1905656	1228929	9.8	34504
2020-02-10 03:41:33	37073758	1905827	1229031	9.8	34510
2020-02-10 04:41:46	37076400	1905940	1229085	9.8	34513
2020-02-10 05:42:07	37078159	1906033	1229120	9.8	34516
2020-02-10 06:42:22	37079281	1906066	1229137	9.8	34517
2020-02-10 07:42:44	37080202	1906099	1229158	9.8	34517
2020-02-10 08:43:05	37081224	1906139	1229203	9.8	34518
2020-02-10 09:43:20	37082905	1906212	1229258	9.8	34519
2020-02-10 10:43:39	37085382	1906366	1229336	9.8	34519
2020-02-10 11:43:58	37088663	1906571	1229429	9.8	34527
2020-02-10 12:44:12	37092835	1906820	1229547	9.8	34528
2020-02-11 16:54:05	37235348	1914722	1234017	9.8	34653
